nace_r2;geo;n2015
G452;ITD3; 
G452;ITD4; 
G452;ITD5; 
G452;ITE; 
G452;ITE1; 
G452;ITE2; 
G452;ITE3; 
G452;ITE4; 
G452;ITF;33935
G452;ITF1;4131
G452;ITF2;940
G452;ITF3;11506
G452;ITF4;11101
G452;ITF5;1703
G452;ITF6;4554
G452;ITG;17023
G452;ITG1;12121
G452;ITG2;4902
G452;ITH;42602
G452;ITH1;1765
G452;ITH2;1637
G452;ITH3;17406
G452;ITH4;3752
G452;ITH5;18042
G452;ITI;41052
G452;ITI1;14225
G452;ITI2;3697
G452;ITI3;6326
G452;ITI4;16804
G452;LT;16053
G452;LT0;16053
G452;LT00;16053
G452;LU;1059
G452;LU0;1059
G452;LU00;1059
G452;LV;10279
G452;LV0;10279
G452;LV00;10279
G452;LVZ; 
G452;LVZZ; 
G452;MT;1200
G452;MT0;1200
G452;MT00;1200
G452;NL;23821
G452;NL1; 
G452;NL11; 
G452;NL12;917
G452;NL13;928
G452;NL2;5710
G452;NL21;1785
G452;NL22;3303
G452;NL23;622
G452;NL3;9895
G452;NL31;1783
G452;NL32;3422
G452;NL33;4186
G452;NL34;505
G452;NL4;5623
G452;NL41;4032
G452;NL42;1591
G452;NO;25437
G452;NO0;25437
G452;NO01;5557
G452;NO02;2275
G452;NO03;5317
G452;NO04;3681
G452;NO05;4010
G452;NO06;2181
G452;NO07;2416
G452;PL;17072 d
G452;PL1;4124 d
G452;PL11; d
G452;PL12; d
G452;PL2; d
G452;PL21; d
G452;PL22; d
G452;PL3; d
G452;PL31;1378 d
G452;PL32; d
G452;PL33; d
G452;PL34;541 d
G452;PL4;2289 d
G452;PL41; d
G452;PL42; d
G452;PL43;453 d
G452;PL5;1230 d
G452;PL51;982 d
G452;PL52;248 d
G452;PL6;2242 d
G452;PL61; d
G452;PL62; d
G452;PL63; d
G452;PT;40915
G452;PT1;39409
G452;PT11;15179
G452;PT15;1726
G452;PT16;10481
G452;PT17;9176
G452;PT18;2847
G452;PT2;671
G452;PT20;671
G452;PT3;835
G452;PT30;835
G452;RO;42451
G452;RO1;10886
G452;RO11;6101
G452;RO12;4785
G452;RO2;10259
G452;RO21;5179
G452;RO22;5080
G452;RO3;14343
G452;RO31;4385
G452;RO32;9958
G452;RO4;6963
G452;RO41;3101
G452;RO42;3862
G452;SE;30950
G452;SE1;11663
G452;SE11;6514
G452;SE12;5149
G452;SE2;13255
G452;SE21;2502
G452;SE22;4083
G452;SE23;6670
G452;SE3;6032
G452;SE31;2736
G452;SE32;1709
G452;SE33;1587
G452;SI;7297
G452;SI0;7297
G452;SI01; 
G452;SI02; 
G452;SI03;3533
G452;SI04;3764
G452;SK;16099
G452;SK0;16099
G452;SK01;2338
G452;SK02;5725
G452;SK03;4012
G452;SK04;4024
G452;SKZ; 
G452;SKZZ; 
G452;UK;243787
G452;UKC;10417
G452;UKC1;4937
G452;UKC2;5480
G452;UKD;20036
G452;UKD1;2206
G452;UKD2; 
G452;UKD3;6783
G452;UKD4;4377
G452;UKD5; 
G452;UKD6;3514
G452;UKD7;3156
G452;UKE;17089
G452;UKE1;3634
G452;UKE2;2296
G452;UKE3;4145
G452;UKE4;7014
G452;UKF;19774
G452;UKF1;8396
G452;UKF2;8379
G452;UKF3;2999
G452;UKG;22204
G452;UKG1;6044
G452;UKG2;6696
G452;UKG3;9464
G452;UKH;31387
G452;UKH1;12280
G452;UKH2;10695
G452;UKH3;8411
G452;UKI;19785
G452;UKI1; 
G452;UKI2; 
G452;UKI3;1860
G452;UKI4;2928
G452;UKI5;5050
G452;UKI6;3559
G452;UKI7;6389
G452;UKJ;37607
G452;UKJ1;11185
G452;UKJ2;10706
G452;UKJ3;8306
G452;UKJ4;7411
G452;UKK;34975
G452;UKK1;15543
G452;UKK2;8403
G452;UKK3;3469
G452;UKK4;7559
G452;UKL;7009
G452;UKL1;4268
G452;UKL2;2741
G452;UKM;19119
G452;UKM2;7429
G452;UKM3;7612
G452;UKM5;1918
G452;UKM6;2160
G452;UKN;4385
G452;UKN0;4385
G453;AT;12148
G453;AT1;4732
G453;AT11;314
G453;AT12;2430
G453;AT13;1988
G453;AT2;2610
G453;AT21;820
G453;AT22;1790
G453;AT3;4806
G453;AT31;2096
G453;AT32;1499
G453;AT33;772
G453;AT34;439
G453;BE;12834
G453;BE1;890
G453;BE10;890
G453;BE2;7932
G453;BE21;2269
G453;BE22;1067
G453;BE23;1758
G453;BE24;1756
G453;BE25;1082
G453;BE3;3814
G453;BE31;387
G453;BE32;1827
G453;BE33;961
G453;BE34;330
G453;BE35;309
G453;BG;18061
G453;BG3;8150
G453;BG31;1334
G453;BG32;1731
G453;BG33;2528
G453;BG34;2557
G453;BG4;9911
G453;BG41;6953
G453;BG42;2958
G453;CY;1396
G453;CY0;1396
G453;CY00;1396
G453;CZ;14469
G453;CZ0;14469
G453;CZ01;3077
G453;CZ02;1790
G453;CZ03;1826
G453;CZ04;924
G453;CZ05;1531
G453;CZ06;1911
G453;CZ07;1748
G453;CZ08;1662
G453;CZZ; 
G453;CZZZ; 
G453;DE;132359
G453;DE1;20085
G453;DE11;8148
G453;DE12;7473
G453;DE13;1969
G453;DE14;2495
G453;DE2;21632
G453;DE21;6573
G453;DE22;1715
G453;DE23;2879
G453;DE24;2562
G453;DE25;2195
G453;DE26;3225
G453;DE27;2482
G453;DE3;2900
G453;DE30;2900
G453;DE4;2588
G453;DE40;2588
G453;DE41; 
G453;DE42; 
G453;DE5;1404
G453;DE50;1404
G453;DE6;4311
G453;DE60;4311
G453;DE7;11485
G453;DE71;8155
G453;DE72;1089
G453;DE73;2241
G453;DE8;1449
G453;DE80;1449
G453;DE9;13172
G453;DE91;2850
G453;DE92;4219
G453;DE93;1516
G453;DE94;4587
G453;DEA;27491
G453;DEA1;7866
G453;DEA2;5771
G453;DEA3;4125
G453;DEA4;3417
G453;DEA5;6313
G453;DEB;11191
G453;DEB1;3433
G453;DEB2;693
G453;DEB3;7065
G453;DEC;1915
G453;DEC0;1915
G453;DED;4048
G453;DED1; 
G453;DED2;1599
G453;DED3; 
G453;DED4;1560
G453;DED5;889
G453;DEE;1928
G453;DEE0;1928
G453;DEF;4445
G453;DEF0;4445
G453;DEG;2314
G453;DEG0;2314
G453;DK;7868
G453;DK0;7868
G453;DK01;1251
G453;DK02;1057
G453;DK03;3020
G453;DK04;1982
G453;DK05;558
G453;EE;2949
G453;EE0;2949
G453;EE00;2949
G453;EL;14889
G453;EL1; 
G453;EL11; 
G453;EL12; 
G453;EL13; 
G453;EL14; 
G453;EL2; 
G453;EL21; 
G453;EL22; 
G453;EL23; 
G453;EL24; 
G453;EL25; 
G453;EL3;6613
G453;EL30;6613
G453;EL4;961
G453;EL41;127
G453;EL42;228
G453;EL43;606
G453;EL5;4513
G453;EL51;549
G453;EL52;3334
G453;EL53;268
G453;EL54;362
G453;EL6;2803
G453;EL61;801
G453;EL62;163
G453;EL63;853
G453;EL64;454
G453;EL65;532
G453;ELZ;0
G453;ELZZ;0
G453;ES;46715
G453;ES1;4522
G453;ES11;3163
G453;ES12;929
G453;ES13;430
G453;ES2;4061
G453;ES21;2070
G453;ES22;739
G453;ES23;212
G453;ES24;1040
G453;ES3;7714
G453;ES30;7714
G453;ES4;4918
G453;ES41;2386
G453;ES42;1530
G453;ES43;1001
G453;ES5;12180
G453;ES51;6684
G453;ES52;4646
G453;ES53;849
G453;ES6;10433
G453;ES61;8555
G453;ES62;1680
G453;ES63;55
G453;ES64;142
G453;ES7;2887
G453;ES70;2887
G453;ESZ; 
G453;ESZZ; 
G453;FI;10614
G453;FI1;10590
G453;FI13; 
G453;FI18; 
G453;FI19;2479
G453;FI1A; 
G453;FI1B;3815
G453;FI1C;2120
G453;FI1D;2176
G453;FI2;24
G453;FI20;24
G453;FR;76088
G453;FR1;15216
G453;FR10;15216
G453;FR2;9355
G453;FR21;648
G453;FR22;1877
G453;FR23;1313
G453;FR24;1528
G453;FR25;2255
G453;FR26;1734
G453;FR3;8750
G453;FR30;8750
G453;FR4;4310
G453;FR41;1986
G453;FR42;1519
G453;FR43;805
G453;FR5;8185
G453;FR51;3954
G453;FR52;2246
G453;FR53;1985
G453;FR6;5265
G453;FR61;1938
G453;FR62;2721
G453;FR63;605
G453;FR7;14678
G453;FR71;12547
G453;FR72;2131
G453;FR8;7468
G453;FR81;1982
G453;FR82;5228
G453;FR83;258
G453;FR9; 
G453;FR91; 
G453;FR92; 
G453;FR93; 
G453;FR94; 
G453;FRA;2571
G453;FRA1;616
G453;FRA2;727
G453;FRA3;210
G453;FRA4;1018
G453;FRA5; 
G453;FRZ;291
G453;FRZZ;291
G453;HR;5298
G453;HR0;5298
G453;HR03;1309
G453;HR04;3989
G453;HU;14454
G453;HU1;6317
G453;HU10;6317
G453;HU2;3499
G453;HU21;1375
G453;HU22;1195
G453;HU23;929
G453;HU3;4638
G453;HU31;985
G453;HU32;1761
G453;HU33;1892
G453;IE;5925
G453;IE0;5925
G453;IE01; 
G453;IE02; 
G453;IS;327
G453;IS0;327
G453;IS00;327
G453;IT;62424
G453;ITC;19103
G453;ITC1;6610
G453;ITC2;114
G453;ITC3;1219
G453;ITC4;11160
G453;ITD; 
G453;ITD1; 
G453;ITD2; 
G453;ITD3; 
G453;ITD4; 
G453;ITD5; 
G453;ITE; 
G453;ITE1; 
G453;ITE2; 
G453;ITE3; 
G453;ITE4; 
G453;ITF;12495
G453;ITF1;1260
G453;ITF2;299
G453;ITF3;4707
G453;ITF4;3729
G453;ITF5;586
G453;ITF6;1914
G453;ITG;5832
G453;ITG1;4177
G453;ITG2;1655
G453;ITH;13903
G453;ITH1;476
G453;ITH2;666
G453;ITH3;5929
G453;ITH4;909
G453;ITH5;5923
G453;ITI;11091
G453;ITI1;3380
G453;ITI2;967
G453;ITI3;1675
G453;ITI4;5069
G453;LT;11814
G453;LT0;11814
G453;LT00;11814
G453;LU;973
G453;LU0;973
G453;LU00;973
G453;LV;5434
G453;LV0;5434
G453;LV00;5434
G453;LVZ; 
G453;LVZZ; 
G453;MT;507
G453;MT0;507
G453;MT00;507
G453;NL;16359
G453;NL1;1286
G453;NL11;422
G453;NL12;513
G453;NL13;351
G453;NL2;3954
G453;NL21;1384
G453;NL22;2261
G453;NL23;309
G453;NL3;6084
G453;NL31;1152
G453;NL32;1741
G453;NL33;2926
G453;NL34;266
G453;NL4;4996
G453;NL41;3456
G453;NL42;1540
G453;NO;6865
G453;NO0;6865
G453;NO01;2139
G453;NO02;620
G453;NO03;1455
G453;NO04;857
G453;NO05;774
G453;NO06;567
G453;NO07;453
G453;PL;24495 d
G453;PL1;5933 d
G453;PL11;884 d
G453;PL12;5049 d
G453;PL2;6282 d
G453;PL21;2561 d
G453;PL22;3721 d
G453;PL3;3623 d
G453;PL31;1061 d
G453;PL32;1562 d
G453;PL33;409 d
G453;PL34;592 d
G453;PL4;2649 d
G453;PL41;1499 d
G453;PL42;722 d
G453;PL43;428 d
G453;PL5;2343 d
G453;PL51;1610 d
G453;PL52;733 d
G453;PL6;3665 d
G453;PL61;1428 d
G453;PL62;751 d
G453;PL63;1486 d
G453;PT;17657
G453;PT1;17038
G453;PT11;6529
G453;PT15;674
G453;PT16;4574
G453;PT17;4323
G453;PT18;938
G453;PT2;272
G453;PT20;272
G453;PT3;347
G453;PT30;347
G453;RO;33171
G453;RO1;9944
G453;RO11;5339
G453;RO12;4605
G453;RO2;6524
G453;RO21;3570
G453;RO22;2954
G453;RO3;11190
G453;RO31;4286
G453;RO32;6904
G453;RO4;5513
G453;RO41;2166
G453;RO42;3347
G453;SE;12082
G453;SE1;5216
G453;SE11;3201
G453;SE12;2015
G453;SE2;5189
G453;SE21;1155
G453;SE22;1393
G453;SE23;2641
G453;SE3;1677
G453;SE31;819
G453;SE32;405
G453;SE33;453
G453;SI;2348
G453;SI0;2348
G453;SI01; 
G453;SI02; 
G453;SI03;1023
G453;SI04;1325
G453;SK;3797
G453;SK0;3797
G453;SK01;625
G453;SK02;1609
G453;SK03;973
G453;SK04;590
G453;SKZ; 
G453;SKZZ; 
G453;UK;110132
G453;UKC;2467
G453;UKC1;1146
G453;UKC2;1322
G453;UKD;8335
G453;UKD1;614
G453;UKD2; 
G453;UKD3;2742
G453;UKD4;2279
G453;UKD5; 
G453;UKD6;1428
G453;UKD7;1272
G453;UKE;11245
G453;UKE1;1706
G453;UKE2;1568
G453;UKE3;2998
G453;UKE4;4973
G453;UKF;8206
G453;UKF1;3623
G453;UKF2;3602
G453;UKF3;981
G453;UKG;16325
G453;UKG1;5369
G453;UKG2;3679
G453;UKG3;7278
G453;UKH;15072
G453;UKH1;5613
G453;UKH2;5379
G453;UKH3;4080
G453;UKI;10663
G453;UKI1; 
G453;UKI2; 
G453;UKI3;603
G453;UKI4;1217
G453;UKI5;3360
G453;UKI6;1635
G453;UKI7;3847
G453;UKJ;14922
G453;UKJ1;4201
G453;UKJ2;4288
G453;UKJ3;3340
G453;UKJ4;3093
G453;UKK;8855
G453;UKK1;4449
G453;UKK2;1782
G453;UKK3;831
G453;UKK4;1792
G453;UKL;4169
G453;UKL1;2605
G453;UKL2;1564
G453;UKM;6419
G453;UKM2;2285
G453;UKM3;2938
G453;UKM5;714
G453;UKM6;482
G453;UKN;3453
G453;UKN0;3453
G454;AT;2167
G454;AT1;720
G454;AT11;15
G454;AT12;389
G454;AT13;316
G454;AT2;471
G454;AT21;177
G454;AT22;294
G454;AT3;976
G454;AT31;546
G454;AT32;145
G454;AT33;141
G454;AT34;144
G454;BE;1958
G454;BE1;91
G454;BE10;91
G454;BE2;1215
G454;BE21;332
G454;BE22;184
G454;BE23;277
G454;BE24;163
G454;BE25;259
G454;BE3;612
G454;BE31;92
G454;BE32;209
G454;BE33;149
G454;BE34;66
G454;BE35;96
G454;BG;329
G454;BG3;128
G454;BG31;31
G454;BG32;41
G454;BG33;22
G454;BG34;34
G454;BG4;201
G454;BG41;153
G454;BG42;48
G454;CY;160
G454;CY0;160
G454;CY00;160
G454;CZ;983
G454;CZ0;983
G454;CZ01;219
G454;CZ02;107
G454;CZ03;111
G454;CZ04;63
G454;CZ05;178
G454;CZ06;152
G454;CZ07;95
G454;CZ08;58
G454;CZZ; 
G454;CZZZ; 
G454;DE;21399
G454;DE1;2597
G454;DE11;751
G454;DE12;606
G454;DE13;958
G454;DE14;282
G454;DE2;4725
G454;DE21;2504
G454;DE22;337
G454;DE23;460
G454;DE24;221
G454;DE25;352
G454;DE26;390
G454;DE27;461
G454;DE3;764
G454;DE30;764
G454;DE4;358
G454;DE40;358
G454;DE41; 
G454;DE42; 
G454;DE5;79
G454;DE50;79
G454;DE6;1015
G454;DE60;1015
G454;DE7;2388
G454;DE71;1793
G454;DE72;287
G454;DE73;309
G454;DE8;230
G454;DE80;230
G454;DE9;1478
G454;DE91;294
G454;DE92;345
G454;DE93;324
G454;DE94;515
G454;DEA;4010
G454;DEA1;1288
G454;DEA2;916
G454;DEA3;545
G454;DEA4;415
G454;DEA5;846
G454;DEB;1349
G454;DEB1;446
G454;DEB2;355
G454;DEB3;548
G454;DEC;239
G454;DEC0;239
G454;DED;848
G454;DED1; 
G454;DED2;322
G454;DED3; 
G454;DED4;421
G454;DED5;104
G454;DEE;406
G454;DEE0;406
G454;DEF;469
G454;DEF0;469
G454;DEG;443
G454;DEG0;443
G454;DK;593
G454;DK0;593
G454;DK01;142
G454;DK02;107
G454;DK03;142
G454;DK04;161
G454;DK05;42
G454;EE;175
G454;EE0;175
G454;EE00;175
G454;EL;4519
G454;EL1; 
G454;EL11; 
G454;EL12; 
G454;EL13; 
G454;EL14; 
G454;EL2; 
G454;EL21; 
G454;EL22; 
G454;EL23; 
G454;EL24; 
G454;EL25; 
G454;EL3;2072
G454;EL30;2072
G454;EL4;654
G454;EL41;126
G454;EL42;285
G454;EL43;243
G454;EL5;915
G454;EL51;201
G454;EL52;578
G454;EL53;43
G454;EL54;93
G454;EL6;878
G454;EL61;220
G454;EL62;103
G454;EL63;245
G454;EL64;135
G454;EL65;175
G454;ELZ;0
G454;ELZZ;0
G454;ES;9094
G454;ES1;748
G454;ES11;423
G454;ES12;191
G454;ES13;134
G454;ES2;770
G454;ES21;386
G454;ES22;116
G454;ES23;68
G454;ES24;199
G454;ES3;943
G454;ES30;943
G454;ES4;666
G454;ES41;156
G454;ES42;315
G454;ES43;194
G454;ES5;3462
G454;ES51;1755
G454;ES52;1433
G454;ES53;274
G454;ES6;2275
G454;ES61;1867
G454;ES62;383
G454;ES63; 
G454;ES64; 
G454;ES7;231
G454;ES70;231
G454;ESZ; 
G454;ESZZ; 
G454;FI;850
G454;FI1; 
G454;FI13; 
G454;FI18; 
G454;FI19; 
G454;FI1A; 
G454;FI1B;286
G454;FI1C;182
G454;FI1D; 
G454;FI2; 
G454;FI20; 
G454;FR;12265
G454;FR1;2152
G454;FR10;2152
G454;FR2;1726
G454;FR21;191
G454;FR22;280
G454;FR23;335
G454;FR24;362
G454;FR25;249
G454;FR26;309
G454;FR3;610
G454;FR30;610
G454;FR4;955
G454;FR41;262
G454;FR42;506
G454;FR43;187
G454;FR5;1478
G454;FR51;584
G454;FR52;506
G454;FR53;388
G454;FR6;1358
G454;FR61;693
G454;FR62;526
G454;FR63;139
G454;FR7;1640
G454;FR71;1149
G454;FR72;491
G454;FR8;2068
G454;FR81;533
G454;FR82;1441
G454;FR83;94
G454;FR9; 
G454;FR91; 
G454;FR92; 
G454;FR93; 
G454;FR94; 
G454;FRA;230
G454;FRA1;41
G454;FRA2;14
G454;FRA3;32
G454;FRA4;143
G454;FRA5; 
G454;FRZ;48
G454;FRZZ;48
G454;HR;261
G454;HR0;261
G454;HR03;108
G454;HR04;153
G454;HU;1298
G454;HU1;541
G454;HU10;541
G454;HU2;373
G454;HU21;100
G454;HU22;127
G454;HU23;146
G454;HU3;384
G454;HU31;77
G454;HU32;117
G454;HU33;190
G454;IE;273
G454;IE0;273
G454;IE01;0
G454;IE02;273
G454;IS;21
G454;IS0;21
G454;IS00;21
G454;IT;17309
G454;ITC;5369
G454;ITC1;1204
G454;ITC2;8
G454;ITC3;795
G454;ITC4;3362
G454;ITD; 
G454;ITD1; 
G454;ITD2; 
G454;ITD3; 
G454;ITD4; 
G454;ITD5; 
G454;ITE; 
G454;ITE1; 
G454;ITE2; 
G454;ITE3; 
G454;ITE4; 
G454;ITF;2880
G454;ITF1;337
G454;ITF2;41
G454;ITF3;1300
G454;ITF4;753
G454;ITF5;108
G454;ITF6;341
G454;ITG;1510
G454;ITG1;1204
G454;ITG2;306
G454;ITH;3586
G454;ITH1;163
G454;ITH2;118
G454;ITH3;1399
G454;ITH4;312
G454;ITH5;1594
G454;ITI;3964
G454;ITI1;1556
G454;ITI2;292
G454;ITI3;543
G454;ITI4;1573
G454;LT;184
G454;LT0;184
G454;LT00;184
G454;LU;128
G454;LU0;128
G454;LU00;128
G454;LV;224
G454;LV0;224
G454;LV00;224
G454;LVZ; 
G454;LVZZ; 
G454;MT;37
G454;MT0;37
G454;MT00;37
G454;NL;3780
G454;NL1;397
G454;NL11;125
G454;NL12;144
G454;NL13;128
G454;NL2;938
G454;NL21;266
G454;NL22;605
G454;NL23;67
G454;NL3;1639
G454;NL31;224
G454;NL32;796
G454;NL33;522
G454;NL34;97
G454;NL4;804
G454;NL41;604
G454;NL42;200
G454;NO;843
G454;NO0;843
G454;NO01;206
G454;NO02;81
G454;NO03;171
G454;NO04;101
G454;NO05;135
G454;NO06;86
G454;NO07;63
G454;PL;613 d
G454;PL1;193 d
G454;PL11; d
G454;PL12; d
G454;PL2; d
G454;PL21; d
G454;PL22; d
G454;PL3; d
G454;PL31;0 d
G454;PL32; d
G454;PL33; d
G454;PL34;0 d
G454;PL4;156 d
G454;PL41; d
G454;PL42; d
G454;PL43;0 d
G454;PL5;0 d
G454;PL51;0 d
G454;PL52;0 d
G454;PL6;151 d
G454;PL61; d
G454;PL62; d
G454;PL63; d
G454;PT;3769
G454;PT1;3676
G454;PT11;1279
G454;PT15;155
G454;PT16;1322
G454;PT17;639
G454;PT18;281
G454;PT2;45
G454;PT20;45
G454;PT3;48
G454;PT30;48
G454;RO;639
G454;RO1;200
G454;RO11;114
G454;RO12;86
G454;RO2;32
G454;RO21;18
G454;RO22;14
G454;RO3;294
G454;RO31;36
G454;RO32;258
G454;RO4;113
G454;RO41;26
G454;RO42;87
G454;SE;2116
G454;SE1;719
G454;SE11;481
G454;SE12;238
G454;SE2;964
G454;SE21;181
G454;SE22;246
G454;SE23;537
G454;SE3;433
G454;SE31;181
G454;SE32;113
G454;SE33;139
G454;SI;307
G454;SI0;307
G454;SI01; 
G454;SI02; 
G454;SI03;167
G454;SI04;140
G454;SK;260
G454;SK0;260
G454;SK01;117
G454;SK02;37
G454;SK03;15
G454;SK04;91
G454;SKZ; 
G454;SKZZ; 
G454;UK;9760
G454;UKC;93
G454;UKC1;23
G454;UKC2;70
G454;UKD;707
G454;UKD1;78
G454;UKD2; 
G454;UKD3;200
G454;UKD4;280
G454;UKD5; 
G454;UKD6;66
G454;UKD7;83
G454;UKE;674
G454;UKE1;107
G454;UKE2;95
G454;UKE3;156
G454;UKE4;317
G454;UKF;756
G454;UKF1;394
G454;UKF2;222
G454;UKF3;140
G454;UKG;779
G454;UKG1;134
G454;UKG2;332
G454;UKG3;313
G454;UKH;1418
G454;UKH1;686
G454;UKH2;412
G454;UKH3;320
G454;UKI;779
G454;UKI1; 
G454;UKI2; 
G454;UKI3;176
G454;UKI4;199
G454;UKI5;107
G454;UKI6;132
G454;UKI7;165
G454;UKJ;1661
G454;UKJ1;488
G454;UKJ2;539
G454;UKJ3;339
G454;UKJ4;295
G454;UKK;1086
G454;UKK1;510
G454;UKK2;325
G454;UKK3;51
G454;UKK4;199
G454;UKL;1054
G454;UKL1;688
G454;UKL2;366
G454;UKM;585
G454;UKM2;275
G454;UKM3;204
G454;UKM5;48
G454;UKM6;58
G454;UKN;169
G454;UKN0;169
G46;AT;208146
G46;AT1;96381
G46;AT11;4561
G46;AT12;40388
G46;AT13;51432
G46;AT2;31447
G46;AT21;9678
G46;AT22;21769
G46;AT3;80318
G46;AT31;38889
G46;AT32;18138
G46;AT33;15000
G46;AT34;8291
G46;BE;222602
G46;BE1;24860
G46;BE10;24860
G46;BE2;147579
G46;BE21;46035
G46;BE22;13251
G46;BE23;27986
G46;BE24;35730
G46;BE25;24577
G46;BE3;36995
G46;BE31;7702
G46;BE32;12102
G46;BE33;11107
G46;BE34;1425
G46;BE35;4659
G46;BG;151866
G46;BG3;54670
G46;BG31;7624
G46;BG32;13776
G46;BG33;16474
G46;BG34;16796
G46;BG4;97196
G46;BG41;73129
G46;BG42;24067
G46;CY;20109
G46;CY0;20109
G46;CY00;20109
G46;CZ;276112
G46;CZ0;276112
G46;CZ01;89603
G46;CZ02;28221
G46;CZ03;21660
G46;CZ04;13907
G46;CZ05;29483
G46;CZ06;42993
G46;CZ07;25548
G46;CZ08;24697
G46;CZZ; 
G46;CZZZ; 
G46;DE;1864927
G46;DE1;271086
G46;DE11;115584
G46;DE12;66719
G46;DE13;49380
G46;DE14;39403
G46;DE2;305531
G46;DE21;128707
G46;DE22;22035
G46;DE23;17063
G46;DE24;21440
G46;DE25;45346
G46;DE26;30251
G46;DE27;40689
G46;DE3;44674
G46;DE30;44674
G46;DE4;28491
G46;DE40;28491
G46;DE41; 
G46;DE42; 
G46;DE5;19362
G46;DE50;19362
G46;DE6;82011
G46;DE60;82011
G46;DE7;171267
G46;DE71;119901
G46;DE72;25478
G46;DE73;25888
G46;DE8;20917
G46;DE80;20917
G46;DE9;169342
G46;DE91;22223
G46;DE92;53642
G46;DE93;37720
G46;DE94;55757
G46;DEA;468964
G46;DEA1;180255
G46;DEA2;92985
G46;DEA3;57815
G46;DEA4;58272
G46;DEA5;79636
G46;DEB;70213
G46;DEB1;25302
G46;DEB2;9183
G46;DEB3;35728
G46;DEC;21986
G46;DEC0;21986
G46;DED;61123
G46;DED1; 
G46;DED2;21440
G46;DED3; 
G46;DED4;21567
G46;DED5;18116
G46;DEE;26358
G46;DEE0;26358
G46;DEF;77639
G46;DEF0;77639
G46;DEG;25962
G46;DEG0;25962
G46;DK;198023
G46;DK0;198023
G46;DK01;77828
G46;DK02;16528
G46;DK03;41105
G46;DK04;47359
G46;DK05;15203
G46;EE;30223
G46;EE0;30223
G46;EE00;30223
G46;EL;206484
G46;EL1; 
G46;EL11; 
G46;EL12; 
G46;EL13; 
G46;EL14; 
G46;EL2; 
G46;EL21; 
G46;EL22; 
G46;EL23; 
G46;EL24; 
G46;EL25; 
G46;EL3;107964
G46;EL30;107964
G46;EL4;17195
G46;EL41;1956
G46;EL42;5138
G46;EL43;10101
G46;EL5;48303
G46;EL51;6048
G46;EL52;36276
G46;EL53;2421
G46;EL54;3558
G46;EL6;33018
G46;EL61;8245
G46;EL62;2820
G46;EL63;8059
G46;EL64;5652
G46;EL65;8242
G46;ELZ;5
G46;ELZZ;5
G46;ES;1029165
G46;ES1;77392
G46;ES11;54382
G46;ES12;15343
G46;ES13;7666
G46;ES2;84659
G46;ES21;39994
G46;ES22;9896
G46;ES23;6077
G46;ES24;28692
G46;ES3;175231
G46;ES30;175231
G46;ES4;85456
G46;ES41;37473
G46;ES42;30911
G46;ES43;17072
G46;ES5;368753
G46;ES51;213091
G46;ES52;137160
G46;ES53;18502
G46;ES6;202705
G46;ES61;150754
G46;ES62;49606
G46;ES63;1308
G46;ES64;1036
G46;ES7;34970
G46;ES70;34970
G46;ESZ; 
G46;ESZZ; 
G46;FI;82752
G46;FI1;82350
G46;FI13; 
G46;FI18; 
G46;FI19;13064
G46;FI1A; 
G46;FI1B;47836
G46;FI1C;13340
G46;FI1D;8110
G46;FI2;402
G46;FI20;402
G46;FR;1113901
G46;FR1;414044
G46;FR10;414044
G46;FR2;160717
G46;FR21;17842
G46;FR22;24366
G46;FR23;21517
G46;FR24;29127
G46;FR25;47096
G46;FR26;20768
G46;FR3;45687
G46;FR30;45687
G46;FR4;63963
G46;FR41;18615
G46;FR42;35903
G46;FR43;9445
G46;FR5;106367
G46;FR51;48873
G46;FR52;38673
G46;FR53;18821
G46;FR6;91647
G46;FR61;41734
G46;FR62;43310
G46;FR63;6603
G46;FR7;115253
G46;FR71;103502
G46;FR72;11752
G46;FR8;91641
G46;FR81;31899
G46;FR82;56000
G46;FR83;3743
G46;FR9; 
G46;FR91; 
G46;FR92; 
G46;FR93; 
G46;FR94; 
G46;FRA;15515
G46;FRA1;3819
G46;FRA2;3355
G46;FRA3;1152
G46;FRA4;7188
G46;FRA5; 
G46;FRZ;9066
G46;FRZZ;9066
G46;HR;68576
G46;HR0;68576
G46;HR03;18867
G46;HR04;49709
G46;HU;174429
G46;HU1;94329
G46;HU10;94329
G46;HU2;33267
G46;HU21;11825
G46;HU22;12079
G46;HU23;9363
G46;HU3;46833
G46;HU31;10043
G46;HU32;18426
G46;HU33;18364
G46;IE;96472
G46;IE0;96472
G46;IE01;6535
G46;IE02;89937
G46;IS;8189
G46;IS0;8189
G46;IS00;8189
G46;IT;1122164
G46;ITC;371804
G46;ITC1;74718
G46;ITC2;1360
G46;ITC3;25884
G46;ITC4;269842
G46;ITD; 
G46;ITD1; 
G46;ITD2; 
G46;ITD3; 
G46;ITD4; 
G46;ITD5; 
G46;ITE; 
G46;ITE1; 
G46;ITE2; 
G46;ITE3; 
G46;ITE4; 
G46;ITF;190662
G46;ITF1;17603
G46;ITF2;2975
G46;ITF3;83168
G46;ITF4;60795
G46;ITF5;6248
G46;ITF6;19873
G46;ITG;76934
G46;ITG1;58513
G46;ITG2;18421
G46;ITH;274356
G46;ITH1;18479
G46;ITH2;10207
G46;ITH3;118856
G46;ITH4;18636
G46;ITH5;108178
G46;ITI;208408
