nace_r2;geo;n2015
C20;ES3;6108
C20;ES30;6108
C20;ES4;5910
C20;ES41;1952
C20;ES42;3342
C20;ES43;617
C20;ES5;47456
C20;ES51;33699
C20;ES52;13535
C20;ES53;222
C20;ES6;9976
C20;ES61;6155
C20;ES62; 
C20;ES63;0
C20;ES64; 
C20;ES7;377
C20;ES70;377
C20;FI;12716
C20;FI1; 
C20;FI13; 
C20;FI18; 
C20;FI19;2285
C20;FI1A; 
C20;FI1B;5930
C20;FI1C;2711
C20;FI1D; 
C20;FI2; 
C20;FI20; 
C20;FIZ; 
C20;FIZZ; 
C20;FR;148362
C20;FR1;69094
C20;FR10;69094
C20;FR2;14343
C20;FR21;1565
C20;FR22;3580
C20;FR23;3511
C20;FR24;2345
C20;FR25;1068
C20;FR26;2275
C20;FR3;5528
C20;FR30;5528
C20;FR4;7332
C20;FR41;2527
C20;FR42;3299
C20;FR43;1506
C20;FR5;10221
C20;FR51; 
C20;FR52;6656
C20;FR53; 
C20;FR6;6932
C20;FR61;3802
C20;FR62;2744
C20;FR63;386
C20;FR7;20680
C20;FR71;20160
C20;FR72;520
C20;FR8;12953
C20;FR81; 
C20;FR82; 
C20;FR83; 
C20;FR9; 
C20;FR91; 
C20;FR92; 
C20;FR93; 
C20;FR94; 
C20;FRA;953
C20;FRA1;200
C20;FRA2;248
C20;FRA3;168
C20;FRA4;337
C20;FRA5; 
C20;FRZ;324
C20;FRZZ;324
C20;HR;5975
C20;HR0;5975
C20;HR03;699
C20;HR04;5276
C20;HU;15003
C20;HU1;3486
C20;HU10;3486
C20;HU2;4068
C20;HU21;2514
C20;HU22;928
C20;HU23;626
C20;HU3;7449
C20;HU31;4472
C20;HU32;1126
C20;HU33;1851
C20;IE; 
C20;IE0; 
C20;IE01; 
C20;IE02; 
C20;IS;226
C20;IS0;226
C20;IS00;226
C20;IT;105484
C20;ITC;56320
C20;ITC1;9883
C20;ITC2; 
C20;ITC3; 
C20;ITC4;45022
C20;ITD; 
C20;ITD1; 
C20;ITD2; 
C20;ITD3; 
C20;ITD4; 
C20;ITD5; 
C20;ITE; 
C20;ITE1; 
C20;ITE2; 
C20;ITE3; 
C20;ITE4; 
C20;ITF;6824
C20;ITF1;1449
C20;ITF2;504
C20;ITF3;2709
C20;ITF4;1696
C20;ITF5;63
C20;ITF6;403
C20;ITG;3908
C20;ITG1;2528
C20;ITG2;1380
C20;ITH;25756
C20;ITH1;582
C20;ITH2;1199
C20;ITH3;9864
C20;ITH4;1175
C20;ITH5;12936
C20;ITI;12676
C20;ITI1;5858
C20;ITI2;942
C20;ITI3;1856
C20;ITI4;4020
C20;LT;5457
C20;LT0;5457
C20;LT00;5457
C20;LU;1157
C20;LU0;1157
C20;LU00;1157
C20;LV;2795
C20;LV0;2795
C20;LV00;2795
C20;LVZ; 
C20;LVZZ; 
C20;MT;290
C20;MT0;290
C20;MT00;290
C20;NL;43792
C20;NL1;3957
C20;NL11;1828
C20;NL12;808
C20;NL13;1322
C20;NL2;6291
C20;NL21;2836
C20;NL22;2918
C20;NL23;536
C20;NL3;19785
C20;NL31;2323
C20;NL32;5065
C20;NL33;8813
C20;NL34;3585
C20;NL4;13629
C20;NL41;7761
C20;NL42;5868
C20;NO;9204
C20;NO0;9204
C20;NO01;1760
C20;NO02;219
C20;NO03;4073
C20;NO04;704
C20;NO05;1205
C20;NO06;548
C20;NO07;695
C20;PL;74233
C20;PL1;18911
C20;PL11;4165
C20;PL12;14746
C20;PL2;13271
C20;PL21;5746
C20;PL22;7525
C20;PL3;11274
C20;PL31;4880
C20;PL32;5319
C20;PL33;448
C20;PL34;627
C20;PL4;11505
C20;PL41;5543
C20;PL42;4444
C20;PL43;1518
C20;PL5;10251
C20;PL51;6995
C20;PL52;3256
C20;PL6;9021
C20;PL61;5633
C20;PL62;513
C20;PL63;2875
C20;PT;11862
C20;PT1;11812
C20;PT11;4044
C20;PT15;70
C20;PT16;3083
C20;PT17;3029
C20;PT18;1586
C20;PT2;10
C20;PT20;10
C20;PT3;40
C20;PT30;40
C20;RO;22862
C20;RO1;5662
C20;RO11;1798
C20;RO12;3864
C20;RO2;3594
C20;RO21;2828
C20;RO22;766
C20;RO3;7832
C20;RO31;3791
C20;RO32;4041
C20;RO4;5774
C20;RO41;4159
C20;RO42;1615
C20;SE;20415
C20;SE1;7282
C20;SE11;2542
C20;SE12;4740
C20;SE2;10893
C20;SE21;878
C20;SE22;5092
C20;SE23;4923
C20;SE3;2240
C20;SE31;1047
C20;SE32;995
C20;SE33;198
C20;SEZ; 
C20;SEZZ; 
C20;SI;6391
C20;SI0;6391
C20;SI01; 
C20;SI02; 
C20;SI03;3109
C20;SI04;3282
C20;SK;8437
C20;SK0;8437
C20;SK01;823
C20;SK02;5800
C20;SK03;483
C20;SK04;1331
C20;SKZ; 
C20;SKZZ; 
C20;UK;95611
C20;UKC;9044
C20;UKC1;5516
C20;UKC2;3528
C20;UKD;19987
C20;UKD1;450
C20;UKD2; 
C20;UKD3;7968
C20;UKD4;3734
C20;UKD5; 
C20;UKD6;3490
C20;UKD7;4346
C20;UKE;11918
C20;UKE1;4535
C20;UKE2;427
C20;UKE3;1218
C20;UKE4;5738
C20;UKF;6024
C20;UKF1;3316
C20;UKF2;2248
C20;UKF3;460
C20;UKG;7142
C20;UKG1;1466
C20;UKG2;2753
C20;UKG3;2923
C20;UKH;8115
C20;UKH1;3880
C20;UKH2;2383
C20;UKH3;1852
C20;UKI;2977
C20;UKI1; 
C20;UKI2; 
C20;UKI3;441
C20;UKI4;664
C20;UKI5;331
C20;UKI6;557
C20;UKI7;983
C20;UKJ;11620
C20;UKJ1;3729
C20;UKJ2;2611
C20;UKJ3;2674
C20;UKJ4;2606
C20;UKK;5334
C20;UKK1;2354
C20;UKK2;2158
C20;UKK3;90
C20;UKK4;734
C20;UKL;5786
C20;UKL1;2180
C20;UKL2;3606
C20;UKM;5873
C20;UKM2;2407
C20;UKM3;2418
C20;UKM5;609
C20;UKM6;439
C20;UKN;1791
C20;UKN0;1791
C21;AT;14521
C21;AT1;6222
C21;AT11;28
C21;AT12;1030
C21;AT13;5164
C21;AT2; 
C21;AT21; 
C21;AT22;1272
C21;AT3; 
C21;AT31;1703
C21;AT32;171
C21;AT33;4468
C21;AT34; 
C21;BE;23939
C21;BE1;938
C21;BE10;938
C21;BE2;10018
C21;BE21;9123
C21;BE22;50
C21;BE23;244
C21;BE24;415
C21;BE25;186
C21;BE3;12966
C21;BE31;10301
C21;BE32;1814
C21;BE33;509
C21;BE34; 
C21;BE35; 
C21;BG;8448
C21;BG3;1851
C21;BG31; 
C21;BG32;1328
C21;BG33;0
C21;BG34; 
C21;BG4;6597
C21;BG41; 
C21;BG42; 
C21;CY;1487
C21;CY0;1487
C21;CY00;1487
C21;CZ;9316
C21;CZ0;9316
C21;CZ01;1515
C21;CZ02;1019
C21;CZ03;83
C21;CZ04;127
C21;CZ05;1054
C21;CZ06;2669
C21;CZ07;323
C21;CZ08;2526
C21;CZZ; 
C21;CZZZ; 
C21;DE;132322
C21;DE1;31591
C21;DE11;764
C21;DE12;10727
C21;DE13;6053
C21;DE14;14047
C21;DE2;8872
C21;DE21;5495
C21;DE22; 
C21;DE23;1741
C21;DE24; 
C21;DE25;197
C21;DE26;0
C21;DE27;689
C21;DE3;11088
C21;DE30;11088
C21;DE4; 
C21;DE40; 
C21;DE41; 
C21;DE42; 
C21;DE5; 
C21;DE50; 
C21;DE6;1413
C21;DE60;1413
C21;DE7;24585
C21;DE71;17909
C21;DE72; 
C21;DE73; 
C21;DE8; 
C21;DE80; 
C21;DE9;5665
C21;DE91; 
C21;DE92; 
C21;DE93;1189
C21;DE94;779
C21;DEA;14255
C21;DEA1; 
C21;DEA2;6166
C21;DEA3;1864
C21;DEA4; 
C21;DEA5; 
C21;DEB;13512
C21;DEB1; 
C21;DEB2;0
C21;DEB3; 
C21;DEC; 
C21;DEC0; 
C21;DED;3409
C21;DED1; 
C21;DED2; 
C21;DED3; 
C21;DED4; 
C21;DED5;503
C21;DEE;5749
C21;DEE0;5749
C21;DEF;7230
C21;DEF0;7230
C21;DEG;1995
C21;DEG0;1995
C21;DK;31681
C21;DK0;31681
C21;DK01;25479
C21;DK02; 
C21;DK03;70
C21;DK04; 
C21;DK05;887
C21;EE;319
C21;EE0;319
C21;EE00;319
C21;EL;9039
C21;EL1; 
C21;EL11; 
C21;EL12; 
C21;EL13; 
C21;EL14; 
C21;EL2; 
C21;EL21; 
C21;EL22; 
C21;EL23; 
C21;EL24; 
C21;EL25; 
C21;EL3;8257
C21;EL30;8257
C21;EL4; 
C21;EL41;0
C21;EL42;0
C21;EL43; 
C21;EL5;381
C21;EL51;0
C21;EL52;132
C21;EL53; 
C21;EL54; 
C21;EL6; 
C21;EL61; 
C21;EL62;0
C21;EL63; 
C21;EL64; 
C21;EL65; 
C21;ELZ;0
C21;ELZZ;0
C21;ES;39311
C21;ES1; 
C21;ES11;584
C21;ES12; 
C21;ES13; 
C21;ES2;3881
C21;ES21; 
C21;ES22;1327
C21;ES23; 
C21;ES24;1503
C21;ES3;9285
C21;ES30;9285
C21;ES4;3402
C21;ES41;2092
C21;ES42;1310
C21;ES43;0
C21;ES5;20974
C21;ES51;20684
C21;ES52;217
C21;ES53;73
C21;ES6; 
C21;ES61; 
C21;ES62; 
C21;ES63;0
C21;ES64;0
C21;ES7; 
C21;ES70; 
C21;FI; 
C21;FI1; 
C21;FI13; 
C21;FI18; 
C21;FI19; 
C21;FI1A; 
C21;FI1B; 
C21;FI1C;1784
C21;FI1D;606
C21;FI2;0
C21;FI20;0
C21;FIZ; 
C21;FIZZ; 
C21;FR;
C21;FR1;44205
C21;FR10;44205
C21;FR2;11635
C21;FR21; 
C21;FR22; 
C21;FR23;2331
C21;FR24;5412
C21;FR25;1080
C21;FR26;1481
C21;FR3;2098
C21;FR30;2098
C21;FR4; 
C21;FR41; 
C21;FR42; 
C21;FR43; 
C21;FR5;1478
C21;FR51;910
C21;FR52; 
C21;FR53; 
C21;FR6; 
C21;FR61;1495
C21;FR62; 
C21;FR63; 
C21;FR7; 
C21;FR71;18841
C21;FR72; 
C21;FR8; 
C21;FR81; 
C21;FR82;3146
C21;FR83;0
C21;FR9; 
C21;FR91; 
C21;FR92; 
C21;FR93; 
C21;FR94; 
C21;FRA; 
C21;FRA1;0
C21;FRA2;0
C21;FRA3; 
C21;FRA4; 
C21;FRA5; 
C21;FRZ;0
C21;FRZZ;0
C21;HR;4345
C21;HR0;4345
C21;HR03;419
C21;HR04;3926
C21;HU;17452
C21;HU1;12277
C21;HU10;12277
C21;HU2;1723
C21;HU21;990
C21;HU22; 
C21;HU23; 
C21;HU3;3452
C21;HU31;732
C21;HU32;2433
C21;HU33;287
C21;IE; 
C21;IE0; 
C21;IE01; 
C21;IE02; 
C21;IS;719
C21;IS0;719
C21;IS00;719
C21;IT;57566
C21;ITC;24673
C21;ITC1;2448
C21;ITC2; 
C21;ITC3; 
C21;ITC4;21839
C21;ITD; 
C21;ITD1; 
C21;ITD2; 
C21;ITD3; 
C21;ITD4; 
C21;ITD5; 
C21;ITE; 
C21;ITE1; 
C21;ITE2; 
C21;ITE3; 
C21;ITE4; 
C21;ITF;3924
C21;ITF1;1330
C21;ITF2;225
C21;ITF3;1750
C21;ITF4;542
C21;ITF5;73
C21;ITF6;4
C21;ITG;750
C21;ITG1;742
C21;ITG2;8
C21;ITH;7946
C21;ITH1; 
C21;ITH2; 
C21;ITH3;3688
C21;ITH4;310
C21;ITH5;3611
C21;ITI;20273
C21;ITI1;6723
C21;ITI2; 
C21;ITI3; 
C21;ITI4;11742
C21;LT;662
C21;LT0;662
C21;LT00;662
C21;LU; 
C21;LU0; 
C21;LU00; 
C21;LV;2042
C21;LV0;2042
C21;LV00;2042
C21;LVZ; 
C21;LVZZ; 
C21;MT;1165
C21;MT0;1165
C21;MT00;1165
C21;NL;12744
C21;NL1;531
C21;NL11;70
C21;NL12; 
C21;NL13; 
C21;NL2;1847
C21;NL21;739
C21;NL22;805
C21;NL23;303
C21;NL3;5573
C21;NL31;543
C21;NL32;2148
C21;NL33;2690
C21;NL34;191
C21;NL4;4764
C21;NL41;4581
C21;NL42;182
C21;NO;2534
C21;NO0;2534
C21;NO01;1199
C21;NO02;146
C21;NO03;735
C21;NO04;403
C21;NO05;0
C21;NO06;47
C21;NO07;4
C21;PL;21455
C21;PL1;9435
C21;PL11;2853
C21;PL12;6582
C21;PL2;1336
C21;PL21;1147
C21;PL22;189
C21;PL3;2031
C21;PL31;877
C21;PL32;1043
C21;PL33;111
C21;PL34;0
C21;PL4;2959
C21;PL41;2601
C21;PL42; d
C21;PL43; d
C21;PL5;3163
C21;PL51; 
C21;PL52; 
C21;PL6;2531
C21;PL61;336
C21;PL62; d
C21;PL63; d
C21;PT;6602
C21;PT1;6602
C21;PT11;1005
C21;PT15;0
C21;PT16;1456
C21;PT17;4123
C21;PT18;18
C21;PT2;0
C21;PT20;0
C21;PT3;0
C21;PT30;0
C21;RO;9111
C21;RO1;2460
C21;RO11;1191
C21;RO12;1269
C21;RO2;1817
C21;RO21;1673
C21;RO22;144
C21;RO3;4570
C21;RO31;617
C21;RO32;3953
C21;RO4;264
C21;RO41;7
C21;RO42;257
C21;SE;12730
C21;SE1;8184
C21;SE11;5946
C21;SE12;2238
C21;SE2;4260
C21;SE21; 
C21;SE22;1519
C21;SE23; 
C21;SE3;286
C21;SE31; 
C21;SE32;130
C21;SE33; 
C21;SEZ; 
C21;SEZZ; 
C21;SI; 
C21;SI0; 
C21;SI01; 
C21;SI02; 
C21;SI03; 
C21;SI04; 
C21;SK;2222
C21;SK0;2222
C21;SK01;196
C21;SK02;933
C21;SK03;867
C21;SK04;226
C21;SKZ; 
C21;SKZZ; 
C21;UK; 
C21;UKC;2407
C21;UKC1;1415
C21;UKC2;992
C21;UKD;6191
C21;UKD1; 
C21;UKD2; 
C21;UKD3; 
C21;UKD4; 
C21;UKD5; 
C21;UKD6; 
C21;UKD7;2245
C21;UKE;3698
C21;UKE1;1884
C21;UKE2; 
C21;UKE3; 
C21;UKE4; 
C21;UKF;2149
C21;UKF1; 
C21;UKF2; 
C21;UKF3; 
C21;UKG;189
C21;UKG1; 
C21;UKG2; 
C21;UKG3;87
C21;UKH;4764
C21;UKH1; 
C21;UKH2; 
C21;UKH3; 
C21;UKI;1953
C21;UKI1; 
C21;UKI2; 
C21;UKI3; 
C21;UKI4; 
C21;UKI5; 
C21;UKI6; 
C21;UKI7; 
C21;UKJ;5404
C21;UKJ1; 
C21;UKJ2; 
C21;UKJ3; 
C21;UKJ4; 
C21;UKK; 
C21;UKK1; 
C21;UKK2;25
C21;UKK3;0
C21;UKK4;675
C21;UKL;2240
C21;UKL1; 
C21;UKL2; 
C21;UKM;3187
C21;UKM2;1182
C21;UKM3; 
C21;UKM5; 
C21;UKM6; 
C21;UKN;2771
C21;UKN0;2771
C22;AT;29391
C22;AT1;7086
C22;AT11;1256
C22;AT12;4700
C22;AT13;1130
C22;AT2;3925
C22;AT21;1499
C22;AT22;2426
C22;AT3;18380
C22;AT31;12012
C22;AT32;2141
C22;AT33;1712
C22;AT34;2515
C22;BE;22633
C22;BE1;156
C22;BE10;156
C22;BE2;18624
C22;BE21;3082
C22;BE22;4322
C22;BE23;5240
C22;BE24;1269
C22;BE25;4711
C22;BE3;3745
C22;BE31;303
C22;BE32;1431
C22;BE33;1419
C22;BE34;417
C22;BE35;175
C22;BG;28565
C22;BG3;12873
C22;BG31;1224
C22;BG32;4740
C22;BG33;2920
C22;BG34;3989
C22;BG4;15692
C22;BG41;5989
C22;BG42;9703
C22;CY;864
C22;CY0;864
C22;CY00;864
C22;CZ;86554
C22;CZ0;86554
C22;CZ01;3122
C22;CZ02;7500
C22;CZ03;11271
C22;CZ04;5612
C22;CZ05;16537
C22;CZ06;15022
C22;CZ07;21310
C22;CZ08;6179
C22;CZZ; 
C22;CZZZ; 
C22;DE;445576
C22;DE1;70932
C22;DE11;24696
C22;DE12;20236
C22;DE13;14863
C22;DE14;11137
C22;DE2;84375
C22;DE21;12823
C22;DE22;10951
C22;DE23;6492
C22;DE24;17948
C22;DE25;12357
C22;DE26;7611
C22;DE27;16193
C22;DE3;2699
C22;DE30;2699
C22;DE4;8692
C22;DE40;8692
C22;DE41; 
C22;DE42; 
C22;DE5;319
C22;DE50;319
C22;DE6;4076
C22;DE60;4076
C22;DE7;40462
C22;DE71;21612
C22;DE72; 
C22;DE73; 
C22;DE8;3114
C22;DE80;3114
C22;DE9;51591
C22;DE91;8056
C22;DE92;14785
C22;DE93;7763
C22;DE94;20987
C22;DEA;88460
C22;DEA1;11802
C22;DEA2;25048
C22;DEA3;14024
C22;DEA4;18092
C22;DEA5;19494
C22;DEB;28470
C22;DEB1;14819
C22;DEB2;5661
C22;DEB3;7990
C22;DEC;4526
C22;DEC0;4526
C22;DED;16874
C22;DED1; 
C22;DED2;6257
C22;DED3; 
C22;DED4;9111
C22;DED5;1506
C22;DEE;11176
C22;DEE0;11176
C22;DEF;8124
C22;DEF0;8124
C22;DEG;21686
C22;DEG0;21686
C22;DK;15956
C22;DK0;15956
C22;DK01;2612
C22;DK02;2747
C22;DK03;3804
C22;DK04;5459
C22;DK05;1334
C22;EE;3998
C22;EE0;3998
C22;EE00;3998
C22;EL;11254
C22;EL1; 
C22;EL11; 
C22;EL12; 
C22;EL13; 
C22;EL14; 
C22;EL2; 
C22;EL21; 
C22;EL22; 
C22;EL23; 
C22;EL24; 
C22;EL25; 
C22;EL3;3873
C22;EL30;3873
C22;EL4;828
C22;EL41;13
C22;EL42;93
C22;EL43;722
C22;EL5;3937
C22;EL51;1005
C22;EL52;2347
C22;EL53;131
C22;EL54;454
C22;EL6;2616
C22;EL61;205
C22;EL62;13
C22;EL63;349
C22;EL64;1759
C22;EL65;290
C22;ELZ;0
C22;ELZZ;0
C22;ES;89937
C22;ES1;5756
C22;ES11;3738
C22;ES12;872
C22;ES13;1146
C22;ES2;20862
C22;ES21;11984
C22;ES22;3189
C22;ES23;2176
C22;ES24;3513
C22;ES3;5954
C22;ES30;5954
C22;ES4;10865
C22;ES41;7847
C22;ES42;2374
C22;ES43;644
C22;ES5;38347
C22;ES51;21857
C22;ES52;16407
C22;ES53;83
C22;ES6;7728
C22;ES61;5038
C22;ES62; 
C22;ES63; 
C22;ES64;0
C22;ES7;424
C22;ES70;424
C22;FI;12855
C22;FI1;12661
C22;FI13; 
C22;FI18; 
C22;FI19;6514
C22;FI1A; 
C22;FI1B;1495
C22;FI1C;2850
C22;FI1D;1802
C22;FI2;194
C22;FI20;194
C22;FIZ; 
C22;FIZZ; 
C22;FR;146456
C22;FR1;12743
C22;FR10;12743
C22;FR2;33052
C22;FR21;3481
C22;FR22;4641
C22;FR23;6961
C22;FR24;10372
C22;FR25;2858
C22;FR26;4739
C22;FR3;6441
C22;FR30;6441
C22;FR4;12971
C22;FR41;4974
C22;FR42;4190
C22;FR43;3808
C22;FR5;24256
C22;FR51;12139
C22;FR52;9307
C22;FR53;2810
C22;FR6;7115
C22;FR61;3701
C22;FR62;2664
C22;FR63;751
C22;FR7;44614
C22;FR71;18839
C22;FR72;25775
C22;FR8;4746
C22;FR81;1852
C22;FR82;2759
C22;FR83;135
C22;FR9; 
C22;FR91; 
C22;FR92; 
C22;FR93; 
C22;FR94; 
C22;FRA;384
C22;FRA1;84
C22;FRA2;109
C22;FRA3;11
C22;FRA4;180
C22;FRA5; 
C22;FRZ;133
C22;FRZZ;133
C22;HR;10533
C22;HR0;10533
C22;HR03;2882
C22;HR04;7651
C22;HU;48440
C22;HU1;9118
C22;HU10;9118
C22;HU2;20485
C22;HU21;10965
C22;HU22;6873
C22;HU23;2647
C22;HU3;18837
C22;HU31;3685
C22;HU32;8427
C22;HU33;6725
C22;IE; 
C22;IE0; 
C22;IE01; 
C22;IE02; 
C22;IS;319
C22;IS0;319
C22;IS00;319
C22;IT;170116
C22;ITC;79682
C22;ITC1;21895
C22;ITC2;81
C22;ITC3;1886
C22;ITC4;55820
C22;ITD; 
C22;ITD1; 
C22;ITD2; 
C22;ITD3; 
C22;ITD4; 
C22;ITD5; 
C22;ITE; 
C22;ITE1; 
C22;ITE2; 
C22;ITE3; 
C22;ITE4; 
C22;ITF;16134
C22;ITF1;4077
C22;ITF2;325
C22;ITF3;6516
C22;ITF4;3782
C22;ITF5;716
C22;ITF6;718
C22;ITG;3239
C22;ITG1;2490
C22;ITG2;749
C22;ITH;47702
C22;ITH1;824
C22;ITH2;1989
C22;ITH3;23826
C22;ITH4;3978
C22;ITH5;17085
C22;ITI;23359
C22;ITI1;6866
C22;ITI2;1703
C22;ITI3;10230
C22;ITI4;4560
C22;LT;8761
C22;LT0;8761
C22;LT00;8761
C22;LU; 
C22;LU0; 
C22;LU00; 
C22;LV;3057
C22;LV0;3057
C22;LV00;3057
C22;LVZ; 
C22;LVZZ; 
C22;MT; 
C22;MT0; 
C22;MT00; 
C22;NL;30964
C22;NL1; 
C22;NL11;854
C22;NL12;1186
C22;NL13; 
C22;NL2;10177
C22;NL21;5649
C22;NL22;4073
C22;NL23;455
C22;NL3;7160
C22;NL31;502
C22;NL32;4027
C22;NL33;2329
C22;NL34;301
C22;NL4;10637
C22;NL41;7393
C22;NL42;3244
C22;NO;4817
C22;NO0;4817
C22;NO01;476
C22;NO02;373
C22;NO03;1712
C22;NO04;466
C22;NO05;1004
C22;NO06;350
C22;NO07;436
C22;PL;186316
C22;PL1;32714
C22;PL11;14125
C22;PL12;18589
C22;PL2;39918
C22;PL21;12156
C22;PL22;27762
C22;PL3;26974
C22;PL31;3248
C22;PL32;16006
C22;PL33;2571
C22;PL34;5149
C22;PL4;32306
C22;PL41;21902
C22;PL42;6448
C22;PL43;3956
C22;PL5;22056
C22;PL51;18545
C22;PL52;3511
C22;PL6;32348
C22;PL61;13912
C22;PL62;8740
C22;PL63;9696
C22;PT;25292
C22;PT1;25256
C22;PT11;12569
C22;PT15; 
C22;PT16;9249
C22;PT17; 
C22;PT18;1475
C22;PT2; 
C22;PT20; 
C22;PT3; 
C22;PT30; 
C22;RO;57262
C22;RO1;19625
C22;RO11;13184
C22;RO12;6441
C22;RO2;8245
C22;RO21;3586
C22;RO22;4659
C22;RO3;14712
C22;RO31;7696
C22;RO32;7016
C22;RO4;14680
C22;RO41;6473
C22;RO42;8207
C22;SE;22446
C22;SE1;4343
C22;SE11;1120
C22;SE12;3223
C22;SE2;15342
C22;SE21;5431
C22;SE22;4679
C22;SE23;5232
C22;SE3;2761
C22;SE31;1025
C22;SE32;768
C22;SE33;968
C22;SEZ; 
C22;SEZZ; 
C22;SI;13885
C22;SI0;13885
C22;SI01; 
C22;SI02; 
C22;SI03;8157
C22;SI04;5728
C22;SK;31953
C22;SK0;31953
C22;SK01;1953
C22;SK02;20104
C22;SK03;3528
C22;SK04;6368
C22;SKZ; 
C22;SKZZ; 
C22;UK;165499
C22;UKC;7497
C22;UKC1;3205
C22;UKC2;4293
C22;UKD;24430
C22;UKD1;2596
C22;UKD2; 
C22;UKD3;10059
C22;UKD4;6849
C22;UKD5; 
C22;UKD6;2260
C22;UKD7;2665
C22;UKE;18564
C22;UKE1;4752
C22;UKE2;2192
C22;UKE3;5028
C22;UKE4;6591
C22;UKF;22119
C22;UKF1;11145
C22;UKF2;8745
C22;UKF3;2229
C22;UKG;19910
C22;UKG1;5712
C22;UKG2;5436
C22;UKG3;8762
C22;UKH;16982
C22;UKH1;8709
C22;UKH2;4304
C22;UKH3;3969
C22;UKI;7032
C22;UKI1; 
C22;UKI2; 
C22;UKI3;235
C22;UKI4;678
C22;UKI5;2240
C22;UKI6;928
C22;UKI7;2951
C22;UKJ;12942
C22;UKJ1;4570
C22;UKJ2;2335
C22;UKJ3;2981
C22;UKJ4;3056
C22;UKK;13545
C22;UKK1;6234
C22;UKK2;3501
C22;UKK3;1337
C22;UKK4;2473
C22;UKL;7834
C22;UKL1;5941
C22;UKL2;1893
C22;UKM;8751
C22;UKM2;3204
C22;UKM3;4363
C22;UKM5;733
C22;UKM6;451
C22;UKN;5892
C22;UKN0;5892
C23;AT;31438
C23;AT1;7750
C23;AT11;860
C23;AT12;6024
C23;AT13;866
C23;AT2;7794
C23;AT21;2765
C23;AT22;5029
C23;AT3;15894
C23;AT31;5716
C23;AT32;1747
C23;AT33;7432
C23;AT34;999
C23;BE;27494
C23;BE1;277
C23;BE10;277
C23;BE2;16119
C23;BE21;3506
C23;BE22;3862
C23;BE23;3096
C23;BE24;1504
C23;BE25;4151
C23;BE3;11059
C23;BE31;994
C23;BE32;4764
C23;BE33;3097
C23;BE34;500
C23;BE35;1704
C23;BG;21613
C23;BG3;13042
C23;BG31;3104
C23;BG32;2239
C23;BG33;5313
C23;BG34;2386
C23;BG4;8571
C23;BG41;4743
C23;BG42;3828
C23;CY;1825
C23;CY0;1825
C23;CY00;1825
C23;CZ;58816
C23;CZ0;58816
C23;CZ01;3884
C23;CZ02;7666
C23;CZ03;5957
C23;CZ04;12119
C23;CZ05;12704
C23;CZ06;8835
C23;CZ07;4558
C23;CZ08;3092
C23;CZZ; 
C23;CZZZ; 
C23;DE;218474
C23;DE1;22482
C23;DE11;6066
C23;DE12;5831
C23;DE13;5628
C23;DE14;4957
C23;DE2;53782
C23;DE21;6354
C23;DE22;7629
C23;DE23;10469
C23;DE24;10541
C23;DE25;5607
C23;DE26;7113
C23;DE27;6069
C23;DE3;905
C23;DE30;905
C23;DE4;6206
C23;DE40;6206
C23;DE41; 
C23;DE42; 
C23;DE5;508
C23;DE50;508
C23;DE6;427
C23;DE60;427
C23;DE7;10675
C23;DE71;4117
C23;DE72;3964
C23;DE73;2594
C23;DE8;2928
C23;DE80;2928
C23;DE9;21212
C23;DE91;3699
C23;DE92;7952
C23;DE93;1635
C23;DE94;7926
C23;DEA;37294
C23;DEA1;8314
C23;DEA2;8848
C23;DEA3;8257
C23;DEA4;4719
C23;DEA5;7156
C23;DEB;18809
C23;DEB1;10377
C23;DEB2;1140
C23;DEB3;7292
C23;DEC;3495
C23;DEC0;3495
C23;DED;13713
C23;DED1; 
C23;DED2;3820
C23;DED3; 
C23;DED4;6136
C23;DED5;3757
C23;DEE;9831
C23;DEE0;9831
C23;DEF;4521
C23;DEF0;4521
C23;DEG;11686
C23;DEG0;11686
C23;DK;16056
C23;DK0;16056
C23;DK01;1580
C23;DK02;1957
C23;DK03;4916
C23;DK04;3824
C23;DK05;3779
C23;EE;4396
C23;EE0;4396
C23;EE00;4396
C23;EL;15024
C23;EL1; 
C23;EL11; 
C23;EL12; 
C23;EL13; 
C23;EL14; 
C23;EL2; 
C23;EL21; 
C23;EL22; 
C23;EL23; 
C23;EL24; 
C23;EL25; 
C23;EL3;4237
C23;EL30;4237
C23;EL4;1567
C23;EL41;219
C23;EL42;450
C23;EL43;898
C23;EL5;5800
C23;EL51;1722
C23;EL52;2584
C23;EL53;385
C23;EL54;1109
C23;EL6;3420
C23;EL61;395
C23;EL62;294
C23;EL63;820
C23;EL64;1200
C23;EL65;711
C23;ELZ;0
C23;ELZZ;0
C23;ES;84791
C23;ES1;8997
C23;ES11;5739
C23;ES12;2285
C23;ES13;973
C23;ES2;9301
C23;ES21;4144
C23;ES22;1621
C23;ES23;972
C23;ES24;2564
C23;ES3;5656
C23;ES30;5656
C23;ES4;12560
C23;ES41;6374
C23;ES42;4754
C23;ES43;1432
C23;ES5;35126
C23;ES51;10033
C23;ES52;23833
C23;ES53;1260
C23;ES6;11775
C23;ES61;9684
C23;ES62;2004
C23;ES63;36
C23;ES64;51
C23;ES7;1377
C23;ES70;1377
C23;FI;13180
C23;FI1;13167
C23;FI13; 
C23;FI18; 
C23;FI19;3335
C23;FI1A; 
